Order Reference,Vendor Reference,External ID,,Deliver To,Promised Date,Order Deadline,Vendor,Vendor CIF,SKU,Items Name,Order Lines / Quantity,Order Lines / Product / External ID,Order Lines / Custom Description,Unit Price
Holded albaran id: AC260499 Vendor ref:001369-3,001369-3,AC260499,Plaza RETAIL,Plaza: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001048,GREVILLEA SPIDERMAN - rama,10,__export__.product_product_7558_e858fc5f,"SKU: 84001048
Item: GREVILLEA SPIDERMAN - rama ",0
Holded albaran id: AC260499 Vendor ref:001369-3,001369-3,AC260499,Plaza RETAIL,Plaza: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400828,ROSA CHIMO - flor,20,__export__.product_product_7723_2d18aa5c,"SKU: 8400828
Item: ROSA CHIMO - flor ",0
Holded albaran id: AC260499 Vendor ref:001369-3,001369-3,AC260499,Plaza RETAIL,Plaza: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400749,ROSA RED NAOMI  - flor,25,__export__.product_product_7696_06127775,"SKU: 8400749
Item: ROSA RED NAOMI  - flor ",0
Holded albaran id: AC260499 Vendor ref:001369-3,001369-3,AC260499,Plaza RETAIL,Plaza: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400677,RS ROSA - Kahala - flor,20,__export__.product_product_7590_f11b7bb2,"SKU: 8400677
Item: RS ROSA - Kahala - flor ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400518,RANUNCULUS - Butterfly - flor,48,__export__.product_product_7368_cf933e13,"SKU: 8400518
Item: RANUNCULUS - Butterfly - flor ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400154,ALSTROEMERIA - flor,18,__export__.product_product_7269_87adae26,"SKU: 8400154
Item: ALSTROEMERIA - flor ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400731,RS ROSA LA BELLE LOLOMARIK - flor,60,__export__.product_product_7611_38c4979d,"SKU: 8400731
Item: RS ROSA LA BELLE LOLOMARIK - flor ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001081,ROSA PRISCILLA - flor,20,__export__.product_product_7766_d438b715,"SKU: 84001081
Item: ROSA PRISCILLA - flor ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001157,RISA GARDAN MIX - flor/3,46,__export__.product_product_8219_f9c879b2,"SKU: 84001157
Item: RISA GARDAN MIX - flor/3 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400828,ROSA CHIMO - flor,30,__export__.product_product_7723_2d18aa5c,"SKU: 8400828
Item: ROSA CHIMO - flor ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001078,ROSA BIRDS NEST - flor,30,__export__.product_product_7763_88842d5b,"SKU: 84001078
Item: ROSA BIRDS NEST - flor ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400594,CACTUS - planta/22,9,__export__.product_product_6853_8ef4a808,"SKU: 8400594
Item: CACTUS - planta/22 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001155,ALOE ARBO - planta/47,4,__export__.product_product_8217_b93b7b01,"SKU: 84001155
Item: ALOE ARBO - planta/47 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400410,"SUCCULENTUS T16, T22 - MIX - planta/22 Tarjeta de resumen para Succulentus pequeñas de 16 a 22 cm
так же известна как CRASSULA MIX T16",4,__export__.product_product_7233_d15d02bd,"SKU: 8400410
Item: SUCCULENTUS T16, T22 - MIX - planta/22 Tarjeta de resumen para Succulentus pequeñas de 16 a 22 cm
так же известна как CRASSULA MIX T16",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001152,NARCISO TETE-A-TETE - composición/14,6,__export__.product_product_8214_55779a63,"SKU: 84001152
Item: NARCISO TETE-A-TETE - composición/14 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001038,NARCIS MASCOTA - planta  /17,4,__export__.product_product_7163_0bd75197,"SKU: 84001038
Item: NARCIS MASCOTA - planta  /17 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001154,COMPOSITION DE DRECENA - planta/38,4,__export__.product_product_8216_c4c7cd5b,"SKU: 84001154
Item: COMPOSITION DE DRECENA - planta/38 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001153,ARRANGEMENT DE PHALAENOPSIS - composición/56,2,__export__.product_product_8215_97087d1a,"SKU: 84001153
Item: ARRANGEMENT DE PHALAENOPSIS - composición/56 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400365,ARBOL DE JADE T25 -planta/188,1,__export__.product_product_7217_e69f333f,"SKU: 8400365
Item: ARBOL DE JADE T25 -planta/188 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400357,LAVANDULA T13 - planta,6,__export__.product_product_6860_26978373,"SKU: 8400357
Item: LAVANDULA T13 - planta ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400556,EUPHORBIA 30cm -Milii - planta/22,10,__export__.product_product_6908_a3cf2324,"SKU: 8400556
Item: EUPHORBIA 30cm -Milii - planta/22 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001153,ARRANGEMENT DE PHALAENOPSIS - composición/56,1,__export__.product_product_8215_97087d1a,"SKU: 84001153
Item: ARRANGEMENT DE PHALAENOPSIS - composición/56 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001153,ARRANGEMENT DE PHALAENOPSIS - composición/56,1,__export__.product_product_8215_97087d1a,"SKU: 84001153
Item: ARRANGEMENT DE PHALAENOPSIS - composición/56 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400591,SUCCULENTUS OTHER - planta/28,3,__export__.product_product_7215_aeaefba2,"SKU: 8400591
Item: SUCCULENTUS OTHER - planta/28 ",0
Holded albaran id: AC260501 Vendor ref:001797,1797,AC260501,Anec Blau RETAIL,Blau: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400895,RHIPSALIS MIX - T17 planta colganta,12,__export__.product_product_7061_eeb411fb,"SKU: 8400895
Item: RHIPSALIS MIX - T17 planta colganta ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400518,RANUNCULUS - Butterfly - flor,30,__export__.product_product_7368_cf933e13,"SKU: 8400518
Item: RANUNCULUS - Butterfly - flor ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400154,ALSTROEMERIA - flor,20,__export__.product_product_7269_87adae26,"SKU: 8400154
Item: ALSTROEMERIA - flor ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001081,ROSA PRISCILLA - flor,10,__export__.product_product_7766_d438b715,"SKU: 84001081
Item: ROSA PRISCILLA - flor ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400828,ROSA CHIMO - flor,30,__export__.product_product_7723_2d18aa5c,"SKU: 8400828
Item: ROSA CHIMO - flor ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001078,ROSA BIRDS NEST - flor,10,__export__.product_product_7763_88842d5b,"SKU: 84001078
Item: ROSA BIRDS NEST - flor ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001044,ROSA CELEBRATING HEATHER - flor,28,__export__.product_product_7751_e75967e4,"SKU: 84001044
Item: ROSA CELEBRATING HEATHER - flor ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400594,CACTUS - planta/22,9,__export__.product_product_6853_8ef4a808,"SKU: 8400594
Item: CACTUS - planta/22 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001156,ALOE ARBO - planta/67,1,__export__.product_product_8218_360a03b1,"SKU: 84001156
Item: ALOE ARBO - planta/67 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001155,ALOE ARBO - planta/47,4,__export__.product_product_8217_b93b7b01,"SKU: 84001155
Item: ALOE ARBO - planta/47 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400410,"SUCCULENTUS T16, T22 - MIX - planta/22 Tarjeta de resumen para Succulentus pequeñas de 16 a 22 cm
так же известна как CRASSULA MIX T16",4,__export__.product_product_7233_d15d02bd,"SKU: 8400410
Item: SUCCULENTUS T16, T22 - MIX - planta/22 Tarjeta de resumen para Succulentus pequeñas de 16 a 22 cm
так же известна как CRASSULA MIX T16",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001152,NARCISO TETE-A-TETE - composición/14,6,__export__.product_product_8214_55779a63,"SKU: 84001152
Item: NARCISO TETE-A-TETE - composición/14 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001038,NARCIS MASCOTA - planta  /17,4,__export__.product_product_7163_0bd75197,"SKU: 84001038
Item: NARCIS MASCOTA - planta  /17 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001154,COMPOSITION DE DRECENA - planta/38,4,__export__.product_product_8216_c4c7cd5b,"SKU: 84001154
Item: COMPOSITION DE DRECENA - planta/38 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001153,ARRANGEMENT DE PHALAENOPSIS - composición/56,2,__export__.product_product_8215_97087d1a,"SKU: 84001153
Item: ARRANGEMENT DE PHALAENOPSIS - composición/56 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400365,ARBOL DE JADE T25 -planta/188,1,__export__.product_product_7217_e69f333f,"SKU: 8400365
Item: ARBOL DE JADE T25 -planta/188 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400558,CROTON 50cm - Petra - planta/36,3,__export__.product_product_6972_de9e3f8b,"SKU: 8400558
Item: CROTON 50cm - Petra - planta/36 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400448,KALANCHOE T25 - Pumila - planta/18,6,__export__.product_product_7225_2d029554,"SKU: 8400448
Item: KALANCHOE T25 - Pumila - planta/18 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001153,ARRANGEMENT DE PHALAENOPSIS - composición/56,1,__export__.product_product_8215_97087d1a,"SKU: 84001153
Item: ARRANGEMENT DE PHALAENOPSIS - composición/56 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001153,ARRANGEMENT DE PHALAENOPSIS - composición/56,1,__export__.product_product_8215_97087d1a,"SKU: 84001153
Item: ARRANGEMENT DE PHALAENOPSIS - composición/56 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400391,PHALAENOPSIS MIX - planta/28,6,__export__.product_product_6921_2220a283,"SKU: 8400391
Item: PHALAENOPSIS MIX - planta/28 ",0
Holded albaran id: AC260502 Vendor ref:001797-2,001797-2,AC260502,Gloria RETAIL,Gloria: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400895,RHIPSALIS MIX - T17 planta colganta,12,__export__.product_product_7061_eeb411fb,"SKU: 8400895
Item: RHIPSALIS MIX - T17 planta colganta ",0
Holded albaran id: AC260503 Vendor ref:001797-3,001797-3,AC260503,Plaza RETAIL,Plaza: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400154,ALSTROEMERIA - flor,20,__export__.product_product_7269_87adae26,"SKU: 8400154
Item: ALSTROEMERIA - flor ",0
Holded albaran id: AC260503 Vendor ref:001797-3,001797-3,AC260503,Plaza RETAIL,Plaza: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400828,ROSA CHIMO - flor,20,__export__.product_product_7723_2d18aa5c,"SKU: 8400828
Item: ROSA CHIMO - flor ",0
Holded albaran id: AC260503 Vendor ref:001797-3,001797-3,AC260503,Plaza RETAIL,Plaza: Recepciones,30/03/2026,30/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001044,ROSA CELEBRATING HEATHER - flor,30,__export__.product_product_7751_e75967e4,"SKU: 84001044
Item: ROSA CELEBRATING HEATHER - flor ",0
